Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
2019-02-28,3854.7854,3848.261963,3906.05835,3845.821289
2019-03-01,3859.58374,3853.75708,3907.79541,3851.692383
2019-03-02,3864.415039,3855.318115,3874.607422,3832.12793
2019-03-03,3847.175781,3862.266113,3875.483643,3836.905762
2019-03-04,3761.557129,3845.091553,3867.381836,3733.749756
2019-03-05,3896.375,3759.83252,3903.916748,3745.183105
2019-03-06,3903.942627,3897.081055,3919.510498,3871.460693
2019-03-07,3911.484375,3903.384766,3939.373291,3894.113037
2019-03-08,3901.131592,3913.22583,3950.432129,3875.228516
2019-03-09,3963.313721,3894.55249,3987.237793,3892.390381
2019-03-10,3951.599854,3966.174316,3966.174316,3924.381104
2019-03-11,3905.227295,3953.740234,3966.384766,3889.239014
2019-03-12,3909.15625,3903.758301,3926.88916,3863.559082
2019-03-13,3906.717285,3913.047363,3926.597656,3891.904297
2019-03-14,3924.369141,3905.576904,3946.504395,3901.296875
2019-03-15,3960.911133,3926.66333,3968.542969,3914.015381
2019-03-16,4048.72583,3963.900146,4077.036377,3961.657471
2019-03-17,4025.229004,4047.719482,4054.12207,4006.411133
2019-03-18,4032.507324,4029.968506,4071.556641,4009.117188
2019-03-19,4071.190186,4032.691895,4082.216064,4023.8125
2019-03-20,4087.476318,4070.793945,4089.461914,4031.11084
2019-03-21,4029.326904,4083.953857,4097.359863,4005.151367
2019-03-22,4023.968262,4028.514648,4053.906738,4021.54248
2019-03-23,4035.826416,4022.713379,4049.882568,4015.9646
2019-03-24,4022.168213,4035.163574,4040.699707,4006.192871
2019-03-25,3963.070557,4024.112793,4038.84082,3934.03125
2019-03-26,3985.080811,3969.22876,3985.080811,3944.753174
2019-03-27,4087.066162,3984.244873,4087.066162,3977.810547
2019-03-28,4069.107178,4087.584473,4094.9021,4040.266357
2019-03-29,4098.374512,4068.299805,4113.500977,4034.097168
2019-03-30,4106.660156,4092.13623,4296.806641,4053.909668
2019-03-31,4105.404297,4105.456055,4113.023438,4094.10083
2019-04-01,4158.183105,4105.362305,4164.953125,4096.901367
2019-04-02,4879.87793,4156.919434,4905.95459,4155.316895
2019-04-03,4973.021973,4879.958008,5307.003418,4876.621094
2019-04-04,4922.798828,4971.307617,5063.159668,4836.793945
2019-04-05,5036.681152,4922.806152,5053.509766,4919.491699
2019-04-06,5059.817383,5036.792969,5205.821777,4992.222168
2019-04-07,5198.896973,5062.793945,5235.186523,5050.412109
2019-04-08,5289.770996,5199.835449,5318.836426,5148.211914
2019-04-09,5204.958496,5289.917969,5289.917969,5167.418945
2019-04-10,5324.551758,5204.105469,5421.651367,5193.382324
2019-04-11,5064.487793,5325.081543,5354.225586,5017.296387
2019-04-12,5089.539063,5061.200684,5103.274414,4955.852539
2019-04-13,5096.586426,5088.850098,5127.12207,5061.589355
2019-04-14,5167.722168,5095.758789,5184.016113,5053.568359
2019-04-15,5067.108398,5167.321777,5196.606934,5024.069336
2019-04-16,5235.55957,5066.577637,5238.945313,5055.194824
2019-04-17,5251.937988,5236.135254,5274.275391,5219.205566
2019-04-18,5298.385742,5251.480469,5319.986328,5250.506836
2019-04-19,5303.8125,5298.154297,5336.680176,5233.334961
2019-04-20,5337.88623,5304.160645,5358.490723,5295.87793
2019-04-21,5314.53125,5335.878906,5359.924805,5257.339355
2019-04-22,5399.365234,5312.494629,5422.6875,5280.276855
2019-04-23,5572.362305,5399.365723,5633.802246,5389.408691
2019-04-24,5464.866699,5571.508301,5642.044434,5418.263184
2019-04-25,5210.515625,5466.524414,5542.238281,5181.338867
2019-04-26,5279.348145,5210.304688,5383.634277,5177.368652
2019-04-27,5268.291016,5279.471191,5310.75,5233.635742
2019-04-28,5285.13916,5271.746582,5326.231934,5255.683594
2019-04-29,5247.352539,5284.858398,5311.274902,5216.487793
2019-04-30,5350.726563,5247.726074,5363.257324,5224.189941
2019-05-01,5402.697266,5350.914551,5418.003906,5347.645996
2019-05-02,5505.283691,5402.422852,5522.262695,5394.217285
2019-05-03,5768.289551,5505.552246,5865.881836,5490.20166
2019-05-04,5831.16748,5769.202637,5886.893555,5645.469238
2019-05-05,5795.708496,5831.068359,5833.862793,5708.035156
2019-05-06,5746.807129,5791.693359,5802.95752,5653.6875
2019-05-07,5829.501465,5745.599121,5988.178223,5741.395996
2019-05-08,5982.45752,5849.481445,5989.980957,5794.71582
2019-05-09,6174.528809,5982.316406,6183.039063,5982.316406
2019-05-10,6378.849121,6175.822754,6434.617676,6161.519043
2019-05-11,7204.771484,6379.666992,7333.00293,6375.69873
2019-05-12,6972.371582,7203.507324,7503.87207,6815.770996
2019-05-13,7814.915039,6971.178223,8047.413086,6898.282227
2019-05-14,7994.416016,7807.884277,8268.712891,7696.391113
2019-05-15,8205.167969,7989.374512,8216.423828,7899.106934
2019-05-16,7884.90918,8194.500977,8320.824219,7729.608398
2019-05-17,7343.895508,7886.925781,7929.145508,7038.124512
2019-05-18,7271.208008,7341.664551,7447.271973,7251.504395
2019-05-19,8197.689453,7267.962891,8261.941406,7267.962891
2019-05-20,7978.309082,8196.923828,8200.967773,7678.781738
2019-05-21,7963.327637,7977.969238,8062.167969,7843.339844
2019-05-22,7680.066406,7956.291992,7997.612305,7615.987305
2019-05-23,7881.84668,7677.269043,7943.791504,7533.196777
2019-05-24,7987.371582,7881.695313,8140.719727,7824.44873
2019-05-25,8052.543945,7991.885254,8117.925781,7965.976074
2019-05-26,8673.21582,8055.206055,8687.520508,7924.67041
2019-05-27,8805.77832,8674.072266,8907.174805,8668.705078
2019-05-28,8719.961914,8802.757813,8807.016602,8634.72168
2019-05-29,8659.487305,8718.591797,8755.852539,8482.728516
2019-05-30,8319.472656,8661.760742,9008.314453,8221.273438
2019-05-31,8574.501953,8320.286133,8586.65918,8172.550781
2019-06-01,8564.016602,8573.839844,8625.600586,8481.578125
2019-06-02,8742.958008,8565.473633,8809.303711,8561.235352
2019-06-03,8208.995117,8741.74707,8743.5,8204.185547
2019-06-04,7707.770996,8210.985352,8210.985352,7564.48877
2019-06-05,7824.231445,7704.343262,7901.849121,7668.668457
2019-06-06,7822.023438,7819.633301,7937.34082,7571.471191
2019-06-07,8043.951172,7826.901367,8126.15332,7788.373535
2019-06-08,7954.12793,8036.774902,8076.891113,7837.61084
2019-06-09,7688.077148,7949.674805,7975.974121,7583.219727
2019-06-10,8000.32959,7692.284668,8031.909668,7586.730957
2019-06-11,7927.714355,8004.243652,8026.394043,7772.803711
2019-06-12,8145.857422,7925.434082,8196.648438,7862.359863
2019-06-13,8230.923828,8145.54541,8311.567383,8087.061035
2019-06-14,8693.833008,8230.898438,8710.636719,8183.393066
2019-06-15,8838.375,8689.746094,8859.12793,8618.395508
2019-06-16,8994.488281,8841.44043,9335.867188,8814.556641
2019-06-17,9320.352539,8988.923828,9416.407227,8988.923828
2019-06-18,9081.762695,9335.466797,9348.374023,9004.901367
2019-06-19,9273.521484,9078.727539,9299.621094,9070.395508
2019-06-20,9527.160156,9273.060547,9594.419922,9232.484375
2019-06-21,10144.556641,9525.074219,10144.556641,9525.074219
2019-06-22,10701.691406,10175.923828,11157.345703,10107.035156
2019-06-23,10855.371094,10696.691406,11246.144531,10556.095703
2019-06-24,11011.102539,10853.744141,11065.896484,10610.427734
2019-06-25,11790.916992,11007.202148,11790.916992,11007.202148
2019-06-26,13016.231445,11778.581055,13796.489258,11755.597656
2019-06-27,11182.806641,13017.125,13311.144531,10491.852539
2019-06-28,12407.332031,11162.167969,12445.174805,10914.495117
2019-06-29,11959.371094,12400.763672,12400.910156,11508.378906
2019-06-30,10817.155273,11931.991211,12178.383789,10799.008789
2019-07-01,10583.134766,10796.930664,11206.439453,10089.314453
2019-07-02,10801.677734,10588.683594,10912.188477,9737.884766
2019-07-03,11961.269531,10818.15625,11968.078125,10818.15625
2019-07-04,11215.4375,11972.71875,12006.075195,11166.569336
2019-07-05,10978.459961,11203.102539,11395.661133,10874.964844
2019-07-06,11208.550781,10982.543945,11620.964844,10982.543945
2019-07-07,11450.84668,11217.616211,11541.620117,11148.804688
2019-07-08,12285.958008,11446.59668,12345.833008,11393.374023
2019-07-09,12573.8125,12284.326172,12779.131836,12233.261719
2019-07-10,12156.512695,12571.537109,13129.529297,11710.978516
2019-07-11,11358.662109,12139.713867,12144.623047,11158.922852
2019-07-12,11815.986328,11354.299805,11905.487305,11179.144531
2019-07-13,11392.378906,11813.126953,11841.957031,10908.479492
2019-07-14,10256.058594,11381.020508,11451.204102,10234.576172
2019-07-15,10895.089844,10257.838867,11052.766602,9992.006836
2019-07-16,9477.641602,10896.65332,10996.632813,9448.106445
2019-07-17,9693.802734,9471.213867,9963.134766,9163.134766
2019-07-18,10666.482422,9698.50293,10736.842773,9376.798828
2019-07-19,10530.732422,10653.956055,10716.980469,10229.628906
2019-07-20,10767.139648,10525.819336,11048.662109,10451.276367
2019-07-21,10599.105469,10777.529297,10841.887695,10389.599609
2019-07-22,10343.106445,10596.948242,10651.791016,10154.921875
2019-07-23,9900.767578,10346.748047,10346.748047,9883.594727
2019-07-24,9811.925781,9887.730469,9908.796875,9614.306641
2019-07-25,9911.841797,9809.09668,10154.253906,9773.957031
2019-07-26,9870.303711,9913.126953,9916.517578,9717.982422
2019-07-27,9477.677734,9871.165039,10167.320313,9411.521484
2019-07-28,9552.860352,9491.626953,9575.544922,9252.296875
2019-07-29,9519.145508,9548.178711,9681.648438,9472.948242
2019-07-30,9607.423828,9522.329102,9701.759766,9437.335938
2019-07-31,10085.62793,9604.050781,10085.62793,9598.097656
2019-08-01,10399.668945,10077.442383,10446.919922,9922.019531
2019-08-02,10518.174805,10402.042969,10657.953125,10371.013672
2019-08-03,10821.726563,10519.27832,10946.78125,10503.504883
2019-08-04,10970.18457,10821.632813,11009.207031,10620.27832
2019-08-05,11805.65332,10960.735352,11895.091797,10960.735352
2019-08-06,11478.168945,11811.544922,12273.821289,11290.731445
2019-08-07,11941.96875,11476.193359,12036.990234,11433.701172
2019-08-08,11966.407227,11954.040039,11979.419922,11556.167969
2019-08-09,11862.936523,11953.469727,11970.458008,11709.745117
2019-08-10,11354.024414,11861.556641,11915.655273,11323.898438
2019-08-11,11523.579102,11349.740234,11523.579102,11248.294922
2019-08-12,11382.616211,11528.189453,11528.189453,11320.951172
2019-08-13,10895.830078,11385.052734,11420.049805,10830.327148
2019-08-14,10051.704102,10889.487305,10889.556641,10028.135742
2019-08-15,10311.545898,10038.421875,10437.411133,9675.316406
2019-08-16,10374.338867,10319.419922,10524.349609,9855.478516
2019-08-17,10231.744141,10358.722656,10452.625,10086.698242
2019-08-18,10345.810547,10233.005859,10487.070313,10119.094727
2019-08-19,10916.053711,10350.283203,10916.053711,10313.204102
2019-08-20,10763.232422,10916.34668,10947.041992,10618.960938
2019-08-21,10138.049805,10764.572266,10798.729492,9962.72168
2019-08-22,10131.055664,10142.521484,10232.996094,9831.462891
2019-08-23,10407.964844,10136.30957,10442.443359,10078.192383
2019-08-24,10159.960938,10407.644531,10418.020508,9982.296875
2019-08-25,10138.517578,10160.737305,10304.62207,10008.789063
2019-08-26,10370.820313,10126.299805,10512.328125,10126.299805
2019-08-27,10185.5,10372.826172,10381.328125,10087.300781
2019-08-28,9754.422852,10203.426758,10279.366211,9716.65625
2019-08-29,9510.200195,9756.786133,9756.786133,9421.629883
2019-08-30,9598.173828,9514.844727,9656.124023,9428.302734
2019-08-31,9630.664063,9597.539063,9673.220703,9531.799805
2019-09-01,9757.970703,9630.592773,9796.755859,9582.944336
2019-09-02,10346.760742,9757.473633,10396.591797,9730.650391
2019-09-03,10623.540039,10345.725586,10736.104492,10308.547852
2019-09-04,10594.493164,10621.180664,10762.644531,10434.709961
2019-09-05,10575.533203,10588.183594,10627.269531,10516.417969
2019-09-06,10353.302734,10578.198242,10898.761719,10292.299805
2019-09-07,10517.254883,10353.931641,10558.673828,10348.918945
2019-09-08,10441.276367,10518.114258,10595.637695,10409.09082
2019-09-09,10334.974609,10443.228516,10450.311523,10144.929688
2019-09-10,10115.975586,10336.408203,10394.353516,10020.573242
2019-09-11,10178.37207,10123.035156,10215.948242,9980.776367
2019-09-12,10410.126953,10176.819336,10442.253906,10099.242188
2019-09-13,10360.546875,10415.362305,10441.489258,10226.59668
2019-09-14,10358.048828,10345.40332,10422.133789,10291.694336
2019-09-15,10347.712891,10356.46582,10387.035156,10313.092773
2019-09-16,10276.793945,10347.222656,10386.867188,10189.744141
2019-09-17,10241.272461,10281.513672,10296.771484,10199.739258
2019-09-18,10198.248047,10247.795898,10275.928711,10191.469727
2019-09-19,10266.415039,10200.496094,10295.668945,9851.692383
2019-09-20,10181.641602,10266.318359,10285.87207,10132.186523
2019-09-21,10019.716797,10183.648438,10188.097656,10000.708008
2019-09-22,10070.392578,10024.115234,10074.444336,9922.533203
2019-09-23,9729.324219,10067.962891,10074.238281,9727.143555
2019-09-24,8620.566406,9729.321289,9804.317383,8370.801758
2019-09-25,8486.993164,8603.428711,8744.828125,8325.396484
2019-09-26,8118.967773,8487.669922,8515.685547,7895.629395
2019-09-27,8251.845703,8113.101074,8271.520508,7965.922852
2019-09-28,8245.915039,8251.273438,8285.617188,8125.431641
2019-09-29,8104.185547,8246.037109,8261.707031,7990.49707
2019-09-30,8293.868164,8104.226563,8314.231445,7830.758789
2019-10-01,8343.276367,8299.720703,8497.692383,8232.679688
2019-10-02,8393.041992,8344.212891,8393.041992,8227.695313
2019-10-03,8259.992188,8390.774414,8414.227539,8146.437012
2019-10-04,8205.939453,8259.494141,8260.055664,8151.236816
2019-10-05,8151.500488,8210.149414,8215.526367,8071.120605
2019-10-06,7988.155762,8149.876953,8161.410156,7958.850586
2019-10-07,8245.623047,7989.120605,8308.450195,7905.766113
2019-10-08,8228.783203,8246.849609,8332.714844,8185.763184
2019-10-09,8595.740234,8229.84082,8627.706055,8169.298828
2019-10-10,8586.473633,8585.280273,8625.272461,8471.933594
2019-10-11,8321.756836,8585.262695,8721.780273,8316.181641
2019-10-12,8336.555664,8315.665039,8415.242188,8313.34082
2019-10-13,8321.005859,8336.902344,8470.988281,8276.612305
2019-10-14,8374.686523,8320.832031,8390.208984,8284.130859
2019-10-15,8205.369141,8373.458008,8410.714844,8182.706543
2019-10-16,8047.526855,8204.674805,8216.8125,7985.089844
2019-10-17,8103.911133,8047.8125,8134.831543,8000.942871
2019-10-18,7973.20752,8100.933594,8138.413574,7902.164063
2019-10-19,7988.560547,7973.803711,8082.629395,7944.776855
2019-10-20,8222.078125,7997.807129,8281.818359,7949.439453
2019-10-21,8243.720703,8225.115234,8296.694336,8196.416016
2019-10-22,8078.203125,8243.402344,8296.651367,8074.462891
2019-10-23,7514.671875,8076.228516,8092.999512,7469.322754
2019-10-24,7493.48877,7509.728027,7532.867676,7446.98877
2019-10-25,8660.700195,7490.703125,8691.540039,7479.984375
2019-10-26,9244.972656,8667.577148,10021.744141,8662.62207
2019-10-27,9551.714844,9241.707031,9749.529297,9112.541992
2019-10-28,9256.148438,9565.101563,9805.118164,9256.148438
2019-10-29,9427.6875,9248.44043,9516.180664,9232.648438
2019-10-30,9205.726563,9422.462891,9426.874023,9085.370117
2019-10-31,9199.584961,9202.458008,9383.161133,9028.717773
2019-11-01,9261.104492,9193.992188,9275.657227,9132.047852
2019-11-02,9324.717773,9259.783203,9377.486328,9249.587891
2019-11-03,9235.354492,9324.787109,9379.806641,9141.251953
2019-11-04,9412.612305,9235.607422,9505.051758,9191.485352
2019-11-05,9342.527344,9413.004883,9457.417969,9256.931641
2019-11-06,9360.879883,9340.864258,9423.237305,9305.90918
2019-11-07,9267.561523,9352.393555,9368.476563,9202.353516
2019-11-08,8804.880859,9265.368164,9272.759766,8775.53418
2019-11-09,8813.582031,8809.46875,8891.818359,8793.163086
2019-11-10,9055.526367,8812.489258,9103.826172,8806.162109
2019-11-11,8757.788086,9056.917969,9081.279297,8700.608398
2019-11-12,8815.662109,8759.751953,8853.768555,8685.427734
2019-11-13,8808.262695,8812.033203,8836.841797,8761.651367
2019-11-14,8708.094727,8811.936523,8826.943359,8692.551758
2019-11-15,8491.992188,8705.708008,8730.873047,8484.84375
2019-11-16,8550.760742,8491.166016,8591.99707,8473.973633
2019-11-17,8577.975586,8549.470703,8727.789063,8500.967773
2019-11-18,8309.286133,8573.980469,8653.280273,8273.573242
2019-11-19,8206.145508,8305.134766,8408.516602,8099.963379
2019-11-20,8027.268066,8203.613281,8237.240234,8010.511719
2019-11-21,7642.75,8023.644531,8110.098145,7597.381836
2019-11-22,7296.577637,7643.569336,7697.382813,6936.706543
2019-11-23,7397.796875,7296.164551,7442.258789,7151.417969
2019-11-24,7047.916992,7398.633789,7408.577148,7029.289063
2019-11-25,7146.133789,7039.977051,7319.856934,6617.166992
2019-11-26,7218.371094,7145.15918,7320.230469,7098.572266
2019-11-27,7531.663574,7220.880859,7619.693359,6974.174316
2019-11-28,7463.105957,7536.820313,7730.072754,7454.121582
2019-11-29,7761.243652,7466.727051,7781.179688,7460.756348
2019-11-30,7569.629883,7764.057129,7836.102051,7515.849609
2019-12-01,7424.29248,7571.616211,7571.616211,7291.341797
2019-12-02,7321.988281,7424.036133,7474.818848,7233.399414
2019-12-03,7320.145508,7323.975586,7418.858887,7229.356934
2019-12-04,7252.034668,7320.125,7539.784668,7170.922852
2019-12-05,7448.307617,7253.241699,7743.431641,7232.676758
2019-12-06,7546.996582,7450.561523,7546.996582,7392.175293
2019-12-07,7556.237793,7547.265625,7589.95166,7525.711426
2019-12-08,7564.345215,7551.338867,7634.606445,7476.091309
2019-12-09,7400.899414,7561.79541,7618.091797,7365.985352
2019-12-10,7278.119629,7397.134277,7424.022949,7246.043945
2019-12-11,7217.427246,7277.197754,7324.15625,7195.527344
2019-12-12,7243.134277,7216.73877,7266.639648,7164.741211
2019-12-13,7269.68457,7244.662109,7293.560547,7227.122559
2019-12-14,7124.673828,7268.902832,7308.836426,7097.208984
2019-12-15,7152.301758,7124.239746,7181.075684,6924.375977
2019-12-16,6932.480469,7153.663086,7171.168945,6903.682617
2019-12-17,6640.515137,6931.31543,6964.075195,6587.974121
2019-12-18,7276.802734,6647.698242,7324.984863,6540.049316
2019-12-19,7202.844238,7277.59082,7346.602539,7041.381836
2019-12-20,7218.816406,7208.636719,7257.921875,7086.124023
2019-12-21,7191.158691,7220.59375,7223.226074,7112.73584
2019-12-22,7511.588867,7191.188477,7518.033203,7167.179199
2019-12-23,7355.628418,7508.902344,7656.17627,7326.192383
2019-12-24,7322.532227,7354.393066,7535.716797,7269.528809
2019-12-25,7275.155762,7325.755859,7357.02002,7220.991211
2019-12-26,7238.966797,7274.799316,7388.302734,7200.386719
2019-12-27,7290.088379,7238.141113,7363.529297,7189.934082
2019-12-28,7317.990234,7289.03125,7399.041016,7286.905273
2019-12-29,7422.652832,7317.647461,7513.948242,7279.865234
2019-12-30,7292.995117,7420.272949,7454.824219,7276.308105
2019-12-31,7193.599121,7294.438965,7335.290039,7169.777832
2020-01-01,7200.174316,7194.89209,7254.330566,7174.944336
2020-01-02,6985.470215,7202.55127,7212.155273,6935.27002
2020-01-03,7344.884277,6984.428711,7413.715332,6914.996094
2020-01-04,7410.656738,7345.375488,7427.385742,7309.51416
2020-01-05,7411.317383,7410.45166,7544.49707,7400.535645
2020-01-06,7769.219238,7410.452148,7781.867188,7409.292969
2020-01-07,8163.692383,7768.682129,8178.21582,7768.227539
2020-01-08,8079.862793,8161.935547,8396.738281,7956.774414
2020-01-09,7879.071289,8082.295898,8082.295898,7842.403809
2020-01-10,8166.554199,7878.307617,8166.554199,7726.774902
2020-01-11,8037.537598,8162.190918,8218.359375,8029.64209
2020-01-12,8192.494141,8033.261719,8200.063477,8009.059082
2020-01-13,8144.194336,8189.771973,8197.788086,8079.700684
2020-01-14,8827.764648,8140.933105,8879.511719,8140.933105
2020-01-15,8807.010742,8825.34375,8890.117188,8657.1875
2020-01-16,8723.786133,8812.481445,8846.460938,8612.095703
2020-01-17,8929.038086,8725.209961,8958.12207,8677.316406
2020-01-18,8942.808594,8927.211914,9012.198242,8827.332031
2020-01-19,8706.245117,8941.445313,9164.362305,8620.080078
2020-01-20,8657.642578,8704.631836,8745.59082,8560.473633
2020-01-21,8745.894531,8658.991211,8755.706055,8544.520508
2020-01-22,8680.875977,8744.210938,8792.994141,8636.74707
2020-01-23,8406.515625,8680.650391,8687.74707,8333.637695
2020-01-24,8445.43457,8405.567383,8514.666992,8266.84082
2020-01-25,8367.847656,8440.119141,8458.453125,8296.21875
2020-01-26,8596.830078,8364.410156,8602.401367,8325.498047
2020-01-27,8909.819336,8597.308594,8977.726563,8597.308594
2020-01-28,9358.589844,8912.524414,9358.589844,8908.447266
2020-01-29,9316.629883,9357.470703,9406.431641,9269.467773
2020-01-30,9508.993164,9316.016602,9553.125977,9230.897461
2020-01-31,9350.529297,9508.313477,9521.706055,9230.776367
2020-02-01,9392.875,9346.357422,9439.323242,9313.239258
2020-02-02,9344.365234,9389.820313,9468.797852,9217.824219
2020-02-03,9293.521484,9344.683594,9540.37207,9248.633789
2020-02-04,9180.962891,9292.841797,9331.265625,9112.811523
2020-02-05,9613.423828,9183.416016,9701.299805,9163.704102
2020-02-06,9729.801758,9617.821289,9824.619141,9539.818359
2020-02-07,9795.943359,9726.00293,9834.716797,9726.00293
2020-02-08,9865.119141,9793.070313,9876.749023,9678.910156
2020-02-09,10116.673828,9863.894531,10129.435547,9850.392578
2020-02-10,9856.611328,10115.55957,10165.765625,9784.563477
2020-02-11,10208.236328,9855.891602,10210.052734,9729.334961
2020-02-12,10326.054688,10202.387695,10393.611328,10202.387695
2020-02-13,10214.379883,10323.960938,10457.626953,10116.161133
2020-02-14,10312.116211,10211.550781,10321.996094,10125.53418
2020-02-15,9889.424805,10313.856445,10341.555664,9874.427734
2020-02-16,9934.433594,9889.179688,10053.96875,9722.386719
2020-02-17,9690.142578,9936.560547,9938.81543,9507.637695
2020-02-18,10141.996094,9691.230469,10161.935547,9632.382813
2020-02-19,9633.386719,10143.798828,10191.675781,9611.223633
2020-02-20,9608.475586,9629.325195,9643.216797,9507.900391
2020-02-21,9686.441406,9611.782227,9723.014648,9589.743164
2020-02-22,9663.181641,9687.707031,9698.231445,9600.728516
2020-02-23,9924.515625,9663.318359,9937.404297,9657.791016
2020-02-24,9650.174805,9921.583008,9951.746094,9537.042969
2020-02-25,9341.705078,9651.3125,9652.737305,9305.021484
2020-02-26,8820.522461,9338.290039,9354.77832,8704.426758
2020-02-27,8784.494141,8825.09375,8932.892578,8577.199219
2020-02-28,8672.455078,8788.728516,8890.456055,8492.932617
2020-02-29,8599.508789,8671.212891,8775.631836,8599.508789
2020-03-01,8562.454102,8599.758789,8726.796875,8471.212891
2020-03-02,8869.669922,8563.264648,8921.308594,8532.630859
2020-03-03,8787.786133,8865.387695,8901.598633,8704.990234
2020-03-04,8755.246094,8788.541992,8843.366211,8712.431641
2020-03-05,9078.762695,8760.285156,9142.054688,8757.253906
2020-03-06,9122.545898,9078.308594,9167.695313,9032.079102
2020-03-07,8909.954102,9121.600586,9163.220703,8890.744141
2020-03-08,8108.116211,8908.206055,8914.34375,8105.25293
2020-03-09,7923.644531,8111.146484,8177.793457,7690.098145
2020-03-10,7909.729492,7922.146973,8136.945313,7814.763184
2020-03-11,7911.430176,7910.089844,7950.814453,7642.8125
2020-03-12,4970.788086,7913.616211,7929.116211,4860.354004
2020-03-13,5563.707031,5017.831055,5838.114746,4106.980957
2020-03-14,5200.366211,5573.077637,5625.226563,5125.069336
2020-03-15,5392.314941,5201.066895,5836.64502,5169.283203
2020-03-16,5014.47998,5385.229492,5385.229492,4575.35791
2020-03-17,5225.629395,5002.578125,5371.348633,4981.90918
2020-03-18,5238.438477,5227.11377,5331.833984,5069.335938
2020-03-19,6191.192871,5245.416504,6329.73584,5236.96875
2020-03-20,6198.77832,6191.653809,6844.261719,5865.781738
2020-03-21,6185.066406,6206.521484,6378.135254,5932.823242
2020-03-22,5830.254883,6185.558105,6359.697266,5823.713867
2020-03-23,6416.314941,5831.374512,6443.93457,5785.004395
2020-03-24,6734.803711,6436.642578,6789.022949,6411.066406
2020-03-25,6681.062988,6738.716797,6892.51123,6536.92627
2020-03-26,6716.44043,6675.170898,6735.463867,6590.962891
2020-03-27,6469.79834,6719.38916,6793.836426,6466.70166
2020-03-28,6242.193848,6467.253906,6467.500977,6117.837891
2020-03-29,5922.042969,6245.624512,6250.467285,5920.085938
2020-03-30,6429.841797,5925.538574,6517.195801,5903.234375
2020-03-31,6438.644531,6430.606445,6504.515137,6374.162109
2020-04-01,6606.776367,6437.319336,6612.57373,6202.373535
2020-04-02,6793.624512,6606.776367,7088.247559,6595.918457
2020-04-03,6733.387207,6797.396484,7003.220703,6673.335938
2020-04-04,6867.527344,6738.382813,6878.953613,6696.484863
2020-04-05,6791.129395,6862.537598,6883.414063,6715.929199
2020-04-06,7271.78125,6788.049805,7271.78125,6782.889648
2020-04-07,7176.414551,7273.644043,7427.939453,7136.714355
2020-04-08,7334.098633,7179.283203,7356.223633,7153.305664
2020-04-09,7302.089355,7337.966309,7341.448242,7179.094238
2020-04-10,6865.493164,7303.81543,7303.81543,6802.475098
2020-04-11,6859.083008,6867.44043,6926.069824,6789.920898
2020-04-12,6971.091797,6858.067871,7119.947266,6811.078125
2020-04-13,6845.037598,6965.616699,6965.616699,6668.259766
2020-04-14,6842.427734,6843.281738,6958.557129,6793.821289
2020-04-15,6642.109863,6845.561523,6928.664551,6633.402832
2020-04-16,7116.804199,6640.454102,7134.450684,6555.504395
2020-04-17,7096.18457,7116.552734,7167.183105,7050.332031
2020-04-18,7257.665039,7092.291504,7269.956543,7089.24707
2020-04-19,7189.424805,7260.922363,7280.521973,7167.054688
2020-04-20,6881.958496,7186.873535,7240.290527,6835.50293
2020-04-21,6880.323242,6879.78418,6934.551758,6834.442383
2020-04-22,7117.20752,6879.44043,7145.865723,6867.781738
2020-04-23,7429.724609,7121.306152,7491.785156,7081.594727
2020-04-24,7550.900879,7434.181641,7574.195801,7434.181641
2020-04-25,7569.936035,7550.48291,7641.36377,7521.672363
2020-04-26,7679.867188,7570.13916,7700.594238,7561.407715
2020-04-27,7795.601074,7679.418945,7795.601074,7679.418945
2020-04-28,7807.058594,7796.970215,7814.527344,7730.806641
2020-04-29,8801.038086,7806.712402,8871.753906,7786.049316
2020-04-30,8658.553711,8797.669922,9440.650391,8533.255859
2020-05-01,8864.766602,8672.782227,9048.023438,8667.763672
2020-05-02,8988.59668,8869.057617,9007.1875,8811.366211
2020-05-03,8897.46875,8983.614258,9167.78125,8830.97168
2020-05-04,8912.654297,8895.745117,8956.90625,8645.024414
2020-05-05,9003.070313,8912.832031,9062.415039,8856.827148
2020-05-06,9268.761719,9007.441406,9411.467773,8966.706055
2020-05-07,9951.518555,9261.895508,9992.664063,9138.322266
2020-05-08,9842.666016,9936.162109,9996.743164,9767.172852
2020-05-09,9593.896484,9840.90625,9913.863281,9580.644531
2020-05-10,8756.430664,9591.168945,9595.581055,8395.107422
2020-05-11,8601.795898,8755.535156,9033.470703,8374.323242
2020-05-12,8804.477539,8610.385742,8949.898438,8569.643555
2020-05-13,9269.987305,8805.387695,9317.878906,8805.387695
2020-05-14,9733.72168,9271.329102,9793.268555,9255.035156
2020-05-15,9328.197266,9734.291016,9755.828125,9261.398438
2020-05-16,9377.013672,9333.240234,9564.205078,9260.694336
2020-05-17,9670.739258,9374.929688,9823.001953,9349.545898
2020-05-18,9726.575195,9675.695313,9906.030273,9570.359375
2020-05-19,9729.038086,9727.063477,9836.047852,9539.624023
2020-05-20,9522.981445,9725.329102,9804.793945,9447.201172
2020-05-21,9081.761719,9522.740234,9555.242188,8869.930664
2020-05-22,9182.577148,9080.334961,9232.936523,9008.638672
